author_id,painting_id,act_00,act_01,act_02,act_03,act_04,act_05,act_06,act_07,act_08,act_09,act_10,act_11,act_12,act_13,act_14,act_15,act_16,act_17,act_18,act_19,act_20,act_21,act_22,act_23,act_24,act_25,act_26,act_27,act_28,act_29,act_30,act_31,act_32,act_33,act_34,act_35,act_36,act_37,act_38,act_39,act_40,act_41,act_42,act_43,act_44,act_45,act_46,act_47,act_48,act_49
1793,92018,1.19530963898,1.11619198322,0.306204110384,0.0,0.0533297471702,0.0,0.0,1.2439198494,0.0,1.4316855669,1.12757360935,2.03005409241,0.187103778124,0.162140801549,0.0,1.38098537922,0.181858554482,1.35071265697,0.0,0.0,0.0,0.899995326996,0.0,2.28539586067,0.0,2.84370088577,1.1117413044,1.87667226791,0.0,0.84152007103,0.342843472958,0.390116721392,0.0,0.386081904173,1.23994517326,1.51982104778,0.683123469353,0.0,0.672962605953,2.62745070457,0.0,1.02958774567,0.0,1.44939768314,0.0,0.0,0.0,1.1453742981,1.57778692245,0.291316390038
1793,90990,1.12885415554,0.584938287735,0.902795791626,0.0,0.167658731341,0.0,0.0,1.03604257107,0.0,1.06645011902,0.543962538242,1.77323698997,0.236515045166,0.585753321648,0.0,1.5527330637,0.727006137371,0.478334873915,0.654787063599,0.68405431509,0.0,1.08829009533,0.163762077689,1.48319852352,0.0,2.96089625359,1.54011166096,1.11105823517,0.0,0.847948133945,0.988785624504,0.839241147041,0.0,0.649787068367,1.89849388599,1.31733345985,0.571735024452,0.0,0.836412668228,1.78345274925,0.0,0.746108472347,0.0,1.90166354179,0.0,0.0,0.18507938087,0.523328661919,0.410833835602,0.611198842525
368,151526,0.801082968712,0.753664433956,0.793399989605,0.0,0.746573209763,0.0,0.0,2.0949037075,0.0,1.26534855366,1.21988081932,1.11632299423,0.640933811665,0.558019340038,0.0,1.68988513947,1.26850092411,0.673068523407,0.751977622509,1.0490758419,0.0,0.743365466595,0.601866960526,1.47382414341,0.0,2.61620616913,1.29547512531,1.06182479858,0.0,1.38475048542,1.36853253841,1.39996790886,0.0,0.87152659893,1.3669809103,1.21388685703,0.962425887585,0.0,0.844503939152,1.57516527176,0.0581652596593,1.07444953918,0.0,1.84090876579,0.0,0.0,0.430101454258,0.904268443584,0.654944241047,0.897703170776
24,69796,0.866237401962,0.771398663521,0.484175473452,0.0,0.892183840275,0.0,0.0,1.59452724457,0.0,0.395960330963,0.845613718033,0.678393721581,0.379673272371,0.324728280306,0.131548836827,0.565430521965,0.654402494431,0.702374756336,0.762877106667,0.509958446026,0.0,0.439138919115,1.1185683012,0.524136185646,0.0,1.26032221317,0.578962206841,0.389799684286,0.0,1.84137475491,1.59823465347,0.790043890476,0.0,0.921635210514,1.0466247797,1.03210783005,0.624342024326,0.0,0.308966636658,0.745825111866,0.149468302727,0.278903841972,0.0,0.810875892639,0.0,0.0,0.712285935879,0.504822075367,0.737107276917,0.215610012412
24,222106,1.47765350342,1.41943073273,0.238539725542,0.0,1.75807034969,0.0,0.0,2.4773504734,0.0,0.76789700985,1.3412797451,0.844414174557,0.43362146616,0.0812620818615,0.18100784719,0.328118920326,0.425645947456,1.08767724037,0.630046784878,0.0942145287991,0.0,0.296399325132,1.7930366993,0.664078533649,0.0,1.36009538174,0.366996377707,0.397044330835,0.0,2.2116856575,1.99686849117,1.00248682499,0.0,1.58929502964,0.983997642994,1.34525859356,0.681326329708,0.0,0.647541999817,0.938357174397,0.377982378006,0.19793151319,0.0,0.669539928436,0.0,0.0,0.796796500683,0.607458472252,1.32064557076,0.216678455472
24,6432,1.01086771488,1.40071809292,0.774849057198,0.0,2.03572201729,0.0,0.0,3.4073266983,0.0,0.767184913158,1.96432948112,0.0,1.15577149391,0.0,0.0,0.773005068302,0.610676407814,0.686512291431,0.799019098282,0.41665583849,0.0,0.0,2.16916513443,0.189536392689,0.0,0.853271603584,0.339224010706,0.0,0.0,2.99683332443,2.19246268272,1.93936085701,0.0,2.20810604095,0.536806344986,1.30536794662,0.995735764503,0.0,0.658342957497,0.0476273819804,0.706176400185,0.980503082275,0.0,0.771493136883,0.0,0.0,0.862670958042,0.464637815952,0.694480717182,1.02750754356
24,7171,1.32758009434,1.67894983292,0.0,0.0,2.42191052437,0.0,0.0,3.78705835342,0.0,0.822043001652,2.297311306,0.509243965149,1.41913175583,0.0,0.0,0.280917257071,0.00896841753274,1.0562223196,0.489571481943,0.0,0.0,0.0296306796372,2.63836812973,0.0549315437675,0.0,0.654172718525,0.0765446200967,0.0172323696315,0.0,3.59323358536,2.47448348999,1.31731235981,0.0,2.56157875061,0.318394005299,1.53317475319,1.08383989334,0.0,0.185863122344,0.550482153893,0.498720318079,1.03442645073,0.0,0.280563294888,0.0,0.0,0.851415753365,0.592997252941,1.31100010872,0.714183211327
368,23211,0.472159594297,0.455023258924,1.13179028034,0.0,0.527446985245,0.0,0.0,1.87401473522,0.0,0.856970787048,0.570161998272,0.812140643597,0.144746124744,0.16867852211,0.0,2.07233047485,1.59747600555,0.247652575374,0.908943653107,1.19575560093,0.0,0.0664713084698,0.654910802841,0.402529925108,0.0,1.70451319218,1.50221431255,0.324387907982,0.0,0.469794720411,1.10926282406,1.79142379761,0.0,0.814558267593,1.60807335377,0.286707252264,0.377001702785,0.0,1.29174888134,0.286464065313,0.0130648221821,0.885203421116,0.0,2.41697120667,0.0,0.0,0.653751730919,0.0175984594971,0.0,1.55034208298
1793,52661,2.42563152313,1.73896443844,0.0,0.0,1.27514386177,0.0,0.0,1.00493812561,0.0,1.35119771957,1.39269006252,1.81058716774,0.549766302109,0.17623180151,0.0,0.506431996822,0.0,1.43249678612,0.0,0.0,0.0,1.15272665024,1.17170345783,0.835976243019,0.0,2.16410064697,0.207105129957,0.703257858753,0.0,1.83160722256,1.41257464886,0.0,0.0,1.58719336987,0.450688034296,2.37235593796,0.98672491312,0.0,0.0405041277409,2.27998781204,0.145141199231,0.0,0.0,0.18898268044,0.0,0.0,0.138437345624,0.8819013834,1.5306289196,0.0
24,220501,1.72086536884,1.47057139874,0.380362600088,0.0,1.44898962975,0.0,0.0,2.23694252968,0.0,1.35287952423,1.65805482864,1.22169363499,0.644546687603,0.0,0.0,0.845008134842,0.0,0.936470329762,0.352880269289,0.0350387468934,0.0,0.430138468742,1.20057880878,0.793087780476,0.0,1.92273724079,0.51380443573,0.69855260849,0.0,2.19120907784,1.50312411785,0.774056494236,0.0,1.85919308662,0.773911297321,1.70292115211,0.924467027187,0.0,0.362212896347,1.61485934258,0.325942069292,0.587286114693,0.0,0.58870691061,0.0,0.0,0.446206182241,0.646542429924,1.25854575634,0.254280537367
